name,url,description,employee-number,enabled,partnerships,products,people,founded,segments
iMedix,www.imedix.com,"iMedix is a Health community site that helps patients find and share health information. Members of the iMedix community can connect to each other via a search tool that leeds them into a society network.  It is easy to share experiences and rank medical content in order to make health information personal, organized and accessible to everyone. ",,true,,,"undergrad-edu: 
last-name: Amirav
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Co-founder
first-name: Iri
email: 

undergrad-edu: 
last-name: Amirav
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Co-founder
first-name: Iri
email: 

undergrad-edu: 
last-name: Leitersdorf
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: CEO
first-name: Amir 
email: 

undergrad-edu: 
last-name: Amirav
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Co-founder
first-name: Iri
email: 
",,"Patient/Consumer Communities, Search, Content, Clinical trials search , "
Hakia,hakia.com,Hakia is a semantic search engine that is focused on quality and elevated user experience.,,true,,,"undergrad-edu: 
last-name: Guner
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Chief Architect
first-name: Kartal
email: 

undergrad-edu: 
last-name:  Berkan
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Co-Founder & CEO 
first-name: Riza
email: 
",,"Search, "
OrganizedWisdom,www.organizedwisdom.com,"OrganizedWisdom......s WisdomCard Technology Platform™ organizes the information that experts are sharing every day, while solving the problem of intelligently aggregating the massive trove of unstructured social content that exists on the web. The platform combines relevance analysis and human validation to transform crowdsourced content into .....organized wisdom\"" through a system of social content curation, natural language processing, semantic web taxonomies, and automated search trend analysis.",,true,,,"undergrad-edu: 
last-name: Krein
founder: true
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: CEO
first-name: Steven
email: 

undergrad-edu: 
last-name: Stoakes
founder: true
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Co-founder and President
first-name: Unity
email: 

undergrad-edu: 
last-name: Krein
founder: false
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Chief Medical Officer
first-name: Howard
email: 

undergrad-edu: 
last-name: Pearlman
founder: false
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Medical Director
first-name: Scott
email: 

undergrad-edu: 
last-name: Lapkin
founder: false
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Vice President User Experience, Editorial Director
first-name: Emily
email: 

undergrad-edu: 
last-name: Bohlen
founder: false
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Vice President of Professional Services
first-name: Julie
email: 

undergrad-edu: 
last-name: Feldman
founder: false
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Vice President Sales
first-name: Daniel L.
email: 

undergrad-edu: 
last-name: Feltham
founder: false
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Director of Sales
first-name: Gail
email: 

undergrad-edu: 
last-name: Kinsey
founder: false
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Product Development Manager
first-name: Nicole
email: 

undergrad-edu: 
last-name: Gresh
founder: false
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Director of Technology
first-name: Jason
email: 

undergrad-edu: 
last-name: Mayberry
founder: false
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: User Experience Designer
first-name: Zach
email: 

undergrad-edu: 
last-name: Whidden
founder: false
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: System Administrator
first-name: Cube
email: 

undergrad-edu: 
last-name: Salamone
founder: false
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Assistant Producer
first-name: Tara
email: 

undergrad-edu: 
last-name: Sandhu
founder: false
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Assistant Producer
first-name: Amy
email: 
",,"Search, Content, "
Humana,www.humana.com,"Humana, a health insurance company, is providing tools to help employers manage their healthcare costs, guiding consumers to make informed health and benefits decisions via  its primary portal MyHumana.",,true,,,"undergrad-edu: 
last-name: Loehr
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Manager, Marketing New Media
first-name: Jason
email: 

undergrad-edu: 
last-name: Puopolo
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: Paul
email: 
",,"Search, Content, Provider Search, Self Management tools , Wellness, "
Jumper Networks,www.jumpernetworks.com,"Jumper 2.0 is a new kind of enterprise search. One that is powered by people, not algorithms or metadata. People like you. Who collaborate with friends and colleagues to share information. Jumper uses peer and social-networking principles to tag and link distributed information resources to create an interactive, user-submitted, recommendation engine.",,true,,,"undergrad-edu: 
last-name: Perry
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Founder, Lead Software Architect
first-name: Steve
email: 
",,"Search, B2B Decision Support Analytics, Data Utility Layer, "
Medical Knowledge Discovery Project,medicalknowledge.nubic.northwestern.edu,"The Medical Knowledge Discovery Project (MKD) interactive online applications address the need for patients, physicians, and academics to find precise worldwide multimedia documentation and information on diseases and drugs.The MKD semantic web applications use Open Biomedical Ontologies, the Disease Ontology and the Drug Ontology as their foundation. The MKD project is based on the extensive MKD Research Study that analyses over 500 disorders from 8 categories of sources.",,true,,,"undergrad-edu: 
last-name: Roessingh
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: CEO
first-name: Steve 
email: 
",,"Content, Search, "
HealthLibrarian,,"HealthLibrarian is searching the .....deep web"" of health-related databases. Massive amounts of high-quality health-related information available through scientific and academic databases that are not currently reachable through traditional search engines.These data sources include the FDA, NLM, CDC, and other agencies both in the US and abroad (i.e. databases from health-related agencies in both Spain and the UK, for example).",0,true,,,"undergrad-edu: 
last-name: Lacal
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Chief Vision Officer
first-name: Jose
email: 
",,"Search, "
HealthCentral,www.healthcentral.com,"HealthCentral is comprised of highly targeted condition and wellness specific interactive health sites where consumers and vetted experts share real-life, health-related experiences and information.",,true,,,"undergrad-edu: 
last-name: Schroeder
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: CEO
first-name: Chris
email: 

undergrad-edu: 
last-name: Allman
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: GM
first-name: Bill
email: 

undergrad-edu: 
last-name: Fitzgerald
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Director Software Development
first-name: Greg
email: 
",,"Patient/Consumer Communities, Search, Content, Self Management tools , Wellness, "
Wool Labs,,"Wool Labs is a real time search company. Its product Wool Scout is a social media surveillance application and monitoring system that utilizes recently de-commissioned NSA technologies and algorithms that allows for conversation sentiment analysis using natural language and performs trend analysis of the sentiment reporting. It also provides WoolSurvey, a key opinion leader (KOL) surveying tool that places meaningful questions directly in the most active and thoughtful generators of content about a brand or topic area.",,true,,,"undergrad-edu: 
last-name: Reese
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: CEO
first-name: Scott 
email: 
",,"Search, "
eDrugSearch.com,www.edrugsearch.com,"eDrugSearch.com provides a community, tools and resources to help consumers make smart decisions when purchasing online medication.eDrugSearch.com......s prescription drug guide currently accesses more than 100,000 online medication listings.It also offers up-to-the-minute price search, detailed drug information, and other advanced features such as a search engine which enables members to identify pharmacies with specific licensing requirements, third-party accreditations, Better Business Bureau memberships etc.",,true,,,"undergrad-edu: 
last-name: Baradell
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Strategic Advisor
first-name: Scott
email: 
",,"Search, Content, "
Google Health,www.google.com/health,"Google Health allows users to store and manage their health information through an online PHR, which users can link to services from Google Health......s partner. It's safe, secure, and free.  Can contain medical records from doctors, hospitals, and pharmacies",,true,,,"undergrad-edu: 
last-name: Krasner
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Product Marketing Manager
first-name: Missy
email: 

undergrad-edu: 
last-name: Samat
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: Sameer
email: 

undergrad-edu: 
last-name: Zeiger
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Product Manager, Google Health
first-name: Roni
email: 

undergrad-edu: 
last-name: 
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: 
email: 
",,"Search, Clinical trials search , Provider Search, Self Management tools , Data Utility Layer, "
Healia,www.healia.com,Healia is a patent-pending health-optimized search engine and online health community that guides people to trusted health information and personal support so that they can make the best health decisions for themselves and their loved ones. Owned by publisher Meridth.,,false,,,"undergrad-edu: 
last-name: 
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: 
email: 
",,"Patient/Consumer Communities, Search, Provider Search, Wellness, Content, "
Health Dialog,healthdialog.com,"Health Dialog is a leading provider of care management, healthcare analytics, and decision support. ",,true,,,"undergrad-edu: 
last-name: 
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: 
email: 

undergrad-edu: 
last-name: Bayette
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Manager, Health Crossroads
first-name: Audra
email: 
",,"Search, Personal health assessments , Content, Wellness, Self Management tools , Coaching and Advisory Services, Patient-provider communication, B2B Decision Support Analytics, "
Healthcare.com,www.healthcare.com,"HealthCare.com, is an online health vertical search company focused on helping users make informed health insurance plan decisions. ",,true,,,"undergrad-edu: 
last-name: Yeh
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: VP Corporate Development
first-name: Howard
email: 
",,"Search, Content, Provider Search, "
HealthcareMagic.com,www.healthcaremagic.com,"HealthcareMagic is a portal allowing a Live interaction between Doctors and Patients over Internet and phone. An end consumer can have “Live Chat with a Doctor”, “Get a Phone Call from a Doctor” within seconds Day / Night, 24x7. The consumer can also get second opinion from top specialists like Cardiologists, Oncologists, Gynecologists and all other specialists.",,true,,,"undergrad-edu: 
last-name: Sahu
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: Shekhar
email: 
",,"Self Management tools , Search, Provider Search, Coaching and Advisory Services, Content, "
Healthfinder,www.healthfinder.gov,Healthfinder is a government Web site where you will find information and tools to help you and those you care about stay healthy. ,,true,,,"undergrad-edu: 
last-name: Harris
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Lead, Health Communication and eHealth Team
first-name: Linda
email: 
",,"Search, Provider Search, Content, "
Healthways,www.healthways.com,"Healthways offers comprehensive solutions that improve well-being, decrease healthcare costs, enhance performance and generate economic value.",,true,,,"undergrad-edu: 
last-name: 
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: 
email: 
",,"Personal health assessments , Self Management tools , Wellness, Coaching and Advisory Services, Content, Search, B2B Decision Support Analytics, Professional Knowledge Exchanges, "
Healthy Circles,www.healthycircles.com,Healthy Circles is a free Personal Health Record that allows for the storage and management of health information. ,,true,,,"undergrad-edu: 
last-name: 
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: 
email: 
",,"Personal health assessments , Self Management tools , Patient/Consumer Communities, Search,  Financial management , Content, Wellness, Coaching and Advisory Services, Patient-provider communication, "
HeartHub,www.hearthub.org,"HeartHub™ is the American Heart Association......s patient portal for information, tools and resources about cardiovascular disease and stroke. HeartHub™ provides a wealth of information to help patients understand and manage their health. ",,true,,,"undergrad-edu: 
last-name: 
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: 
email: 
",,"Search, Content, Personal health assessments , Self Management tools , Wellness, "
Keas,www.keas.com,"Keas is a platform on which clinicians and others can write careplans for patients. No two plans are alike. Plans are constantly tuned based on their goals, health data, progress, and input. Keas has a partnership with Quest for bringing in lab results. ",,false,,,"undergrad-edu: 
last-name: Bosworth
founder: true
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: CEO, President
first-name: Adam
email: 

undergrad-edu: 
last-name: Greene
founder: false
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Chief Content Officer
first-name: Sarah
email: 

undergrad-edu: 
last-name:  Berman
founder: false
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Director Medical Programs
first-name: Mark
email: 

undergrad-edu: 
last-name: Volckmann
founder: false
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Business Development Manager
first-name: Lindsey
email: 

undergrad-edu: 
last-name: Kassabgi
founder: true
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: George 
email: 
",,"Patient/Consumer Communities, Search, Content, Personal health assessments , Self Management tools , Wellness, "
Kosmix RightHealth,www.righthealth.com,"Kosmix RightHealth is a leading online health search engine. It gives consumers the resources they need to make informed choices about their health-including doctor-reviewed reports, videos, discussions and social networks.",,true,,,"undergrad-edu: 
last-name: Harinarayan
founder: true
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Co-Founder
first-name: Venky
email: 

undergrad-edu: 
last-name: Sangster
founder: false
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Vice President, Business Development
first-name: Michelle Yee
email: 

undergrad-edu: 
last-name: Rajaraman
founder: true
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Co-Founder
first-name: Anand Rajaraman
email: 

undergrad-edu: 
last-name: Raj
founder: false
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Vice President, Products 
first-name: Ravi N.
email: 

undergrad-edu: 
last-name: Prasad
founder: false
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Vice President, Service Management
first-name: STS
email: 

undergrad-edu: 
last-name: Ellis
founder: false
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Vice President, Product
first-name: Sabrina
email: 

undergrad-edu: 
last-name: Subramaniam
founder: false
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Vice President, Engineering
first-name: Sri
email: 

undergrad-edu: 
last-name: Adlman
founder: false
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Vice President, Finance
first-name: Travis
email: 
",,"Search, Content, Clinical trials search , "
Krames,https:www.krames.com,"Krames develops effective, user-friendly tools that promote healthy lifestyles, improve productivity, educate patients and consumers, enhance the efficiency of healthcare services and reduce healthcare costs. ",,true,,,,,"Search, Content, B2B--Administrative Tools, B2B--Clinician Workflow, B2B--Revenue Collection , Professional Knowledge Exchanges, "
Medline Plus,http:www.nlm.nih.gov/medlineplus/,Medline Plus is the flagship site from National Library of Medicine and National Institutes of Health. Contains consumer content and also searches almost all academic and many consumer publications.,,true,,,"undergrad-edu: 
last-name: 
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: Don Lindberg/Elliot Siegel/Robert Logan from NLM
email: 
",,"Content, Search, "
Bing Health,http:www.bing.com,Bing Health is an intelligent search engine provider owned by Microsoft. It is based on the Medstory platform purchased by Microsoft on 2007.  ,,true,,,,,"Search, "
Praxeon,www.praxeon.com,"Praxeon provides semantic solutions for healthcare and life Science. Praxeon Health Solutions include the products MyDailyApple.com, a personalized health information site and Curbside.MD,an evidence-based search engine.",,true,,,"undergrad-edu: 
last-name: Sikka
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Chief Scientist
first-name: Rishi
email: 
",,"Content, Search, "
RSIFocalSearch,www.rsifocalsearch.com,"RSi is an independent company that produces programs for healthcare professionals of all disciplines, working for pharmaceutical and device companies, medical societies, medical and nursing schools, non-profit organizations and the Federal government.",,false,,,"undergrad-edu: 
last-name: Kelly
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: CEO
first-name: Laird
email: 
",,"Search, "
Wellsphere,www.wellsphere.com,"Wellsphere provides WellPages, which enable people to quickly and efficiently find comprehensive, personal answers and support for their specific health needs. They also offer an innovative suite of tools  to enable users to take steps to improve their health. Wellsphere was acquired by Healthcentral in 2008.",,true,,,"undergrad-edu: 
last-name: Gutman
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: CEO
first-name: Ron
email: 
",,"Patient/Consumer Communities, Search, Content, Wellness, "
InVivoLink,www.invivolink.com/invivolink/index.html,"InVivoLink, LLC (IVL) is a healthcare technology company that helps hospitals, physicians and medical device suppliers improve clinical, financial and operational outcomes all while enhancing patient safety. IVL?s products and services focus on collecting and disseminating meaningful data related to medical procedures.",,true,,,"undergrad-edu: 
last-name: Campbell
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: Laura
email: 
",,"Search,  Financial management , B2B Decision Support Analytics, B2B--Administrative Tools, B2B--Clinician Workflow, "
INSERM,www.orpha.net,INSERM is a portal for rare diseases and orphan drugs ,,true,,,"undergrad-edu: 
last-name: Ayme
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Director of Research
first-name: Segolene
email: 
",,"Search, Content, Clinical trials search , Provider Search, Self Management tools , B2B--Administrative Tools, Professional Knowledge Exchanges, Coaching and Advisory Services, "
Health On the Net Foundation,www.healthonnet.org,Health On the Net Foundation focussed on rating medical websites with the social intelligence.HON is a leader in certifying medical and health website in 34 languages worldwide.,,true,,,"undergrad-edu: 
last-name: Celia
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Executive Director
first-name: Boyer
email: 
",,"Search, Provider Search, Content, Coaching and Advisory Services, "
