name,url,description,employee-number,enabled,partnerships,products,people,founded,segments
Inflexxion,www.inflexxion.com,"Inflexxion develops scientifically-based, interactive technologies that help people improve their lives through behavioral change. Pharmaceutical and      biotechnology companies, healthcare professionals, and educational institutions rely on Inflexxion for online interactive programs that: reduce health-related risks, enhance clinical outcomes, and positively influence quality of care.",,false,,,"undergrad-edu: 
last-name: Chiauzzi
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: VP of Product Strategy
first-name: Emil
email: 

undergrad-edu: 
last-name: Chiauzzi
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: VP of Product Strategy
first-name: Emil
email: 

undergrad-edu: 
last-name: 
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: 
email: 

undergrad-edu: 
last-name: Chiauzzi
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: VP of Product Strategy
first-name: Emil
email: 
",,"Content, Self Management tools , Wellness, Coaching and Advisory Services, "
Health Support Systems,www.healthsupportsystems.com,"Health Support Systems (HSS) helps people who are living with diabetes, obesity, hypertension or heart disease better manage their conditions through a combination of self-monitoring, education and qualitative analysis, while reducing cost for care givers, employers and insurance providers. ",,true,,,"undergrad-edu: 
last-name: Hagelshaw
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Co-founder and CFO
first-name: Lee
email: 
",,"Personal health assessments , Self Management tools , Wellness, Coaching and Advisory Services, Content, Patient-provider communication, "
Intelecare Compliance Solutions,www.intelecare.com,"Intelecare develops and manages a proprietary personal notification and communication management system. This system assists consumers and businesses to reduce the negative health consequences of medication non-adherence. Their web-based service enables patients and caregivers to create their own reminders, personalizing the duration, time, frequency and delivery methods.",,true,,,"undergrad-edu: 
last-name: Sicre
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Director, Corporate Development
first-name: Alex
email: 
",,"Self Management tools , Coaching and Advisory Services, Patient-provider communication, "
Life Watcher,www.lifewatcher.com,"Life Watcher is a company offering a mobile health management tool. They are located in Tokyo, Japan.",,true,,,"undergrad-edu: 
last-name: Nakagawa
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: CEO
first-name: James 
email: 
",,"Self Management tools , Coaching and Advisory Services, "
My Health Village,www.myhealthvillage.com,"MyHealthVillage is an online community and health management tools provider, with the goal of motivating employees, consumers and patients to achieve real health improvement. From MyHealthVillage.com, users can also access online tools and a Personal Health Guide, a live qualified health guide who can support users at every step towards their health goal. MyHealthVillage is owned by Longitude Health.",,true,,,"undergrad-edu: 
last-name: Swaney
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Chief Medical Officer
first-name: Jan
email: 

undergrad-edu: 
last-name: Korman
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: Tracey
email: 
",,"Patient/Consumer Communities, Self Management tools , Coaching and Advisory Services, "
WellDoc,http:www.welldocinc.com,"WellDoc utilizes cell phone and web technology to help patients with chronic diseases improve health outcomes and dramatically slash costs of healthcare. Services include patient coaching, decision support tools and an expert system/",,true,,,"undergrad-edu: 
last-name: Iyer
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: President and Chief Operating Officer
first-name: Anand
email: 
",,"Self Management tools , Coaching and Advisory Services, Patient-provider communication, B2B Decision Support Analytics, "
Firefly Health,www.fireflyhealth.org,"Firefly is a personal guide to healthcare. Given your individual needs and preferences (your PHR) and the experiences of others most like you, Firefly recommends health information you should check out, people you may want to connect with, and support groups you should consider.",,true,,,"undergrad-edu: 
last-name: Williams
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: CEO/Founder
first-name: Ben
email: 
",,"Content, Personal health assessments , Coaching and Advisory Services, "
OPED Inc.,http:www.igetbetter.com/,"iGetBetter is an interactive web-based application developed by OPED Inc. that can expedite and monitor comprehensive patient care in any medical field to improve clinical outcomes. It allows doctors to create customizable medical plans, delivered to their patients online.Doctors create a plan of care for each patient—which can include medications, exercises, equipment usage, nutrition and other activities—via a customizable library of treatment plans. Patients will receive reminders and alerts about their daily activities, and can log and review their progress continuously online. All system-tracked data can be extracted from the application to make the data readily available for analysis.",,true,,,"undergrad-edu: 
last-name: Habermeyer
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Mr.
first-name: Stephan 
email: 
",,"Content, Coaching and Advisory Services, Patient-provider communication, "
mPower,www.mpowerwellness.com,"mPower delivers interactive behavioral wellness training programs to businesses, governments, educational institutions, and health care organizations.mPower has createdinteractive self-help programsfor DVD, CD-ROM and the web, including an interactive instructional computer-assisted program, The Wellness Workshop, to teach self-help cognitive-behavioral skills for coping with stress, anxiety and depression.  ",,true,,,"undergrad-edu: 
last-name: Levin
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Ph.D., Psychologist
first-name: Will
email: 
",,"Self Management tools , Wellness, Coaching and Advisory Services, "
HealthInsight,www.healthinsight.com,HealthInsight offers value-based plans to reduce health care costs by encouraging individuals to play an active role in the management of their health.,,true,,,"undergrad-edu: 
last-name: Watson
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: CEO
first-name: Martin
email: 

undergrad-edu: 
last-name: Rahm
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: Janice
email: 
",,"Provider Search, Content, Coaching and Advisory Services, Self Management tools , B2B Decision Support Analytics, Patient-provider communication, B2B--Administrative Tools, Professional Knowledge Exchanges, "
Humetrix,www.humetrix.com,"Humetrix provides the U-BeWell solution which is a portable device based technology using either USB flash drives, smart phones or smart cards with device embedded software. U-BeWell provides automatic, direct and secure access to individual web-based EHRs at providers’ sites or from the home of the EHR and smart portable device holder.",,true,,,"undergrad-edu: 
last-name: Experton
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: President & CEO
first-name: Bettina
email: 

undergrad-edu: 
last-name: Mc Knight
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: Nathalie
email: 

undergrad-edu: 
last-name: Experton, MD
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: CEO
first-name: Bettina
email: 
",,"Personal health assessments , Self Management tools , Wellness, Coaching and Advisory Services, "
Dovetail Health,www.dovetailhealth.com,"Dovetail Health provides in-home support and health management service for high cost high risk patients.Dovetail patients have access to a  clinical team, including a registered nurse, pharmacist and care coordinator, regular in-home assessments and telephonic check-up calls, customized health and medication reports, ,,,,, Patient education materials.",,true,,,"undergrad-edu: 
last-name: 
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: 
email: 
",,"Coaching and Advisory Services, "
Eliza Corporation,www.elizacorporation.com,"Eliza specializes in the design, development, and hosting of speech recognition software applications exclusively in healthcare. Eliza......s phone-based programs automate the collection and sharing of information between patients, providers and healthcare organizations. Purchased Sprigley in 2009 to add web and e-mail activity.",,true,,,"undergrad-edu: 
last-name: Drane
founder: true
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: President
first-name: Alexandra
email: 

undergrad-edu: 
last-name: Merrow
founder: true
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: CEO
first-name: Lucas
email: 

undergrad-edu: 
last-name: Lachman
founder: false
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Chief Operating Officer
first-name: Gadi
email: 

undergrad-edu: 
last-name: Aminzadeh
founder: false
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Senior Vice President, Sales
first-name: Saeed 
email: 

undergrad-edu: 
last-name: Kroeker
founder: true
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Chief Technology Officer
first-name: John 
email: 
",,"Personal health assessments , Coaching and Advisory Services, Patient-provider communication, "
Health Dialog,healthdialog.com,"Health Dialog is a leading provider of care management, healthcare analytics, and decision support. ",,true,,,"undergrad-edu: 
last-name: 
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: 
email: 

undergrad-edu: 
last-name: Bayette
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Manager, Health Crossroads
first-name: Audra
email: 
",,"Search, Personal health assessments , Content, Wellness, Self Management tools , Coaching and Advisory Services, Patient-provider communication, B2B Decision Support Analytics, "
HealthcareMagic.com,www.healthcaremagic.com,"HealthcareMagic is a portal allowing a Live interaction between Doctors and Patients over Internet and phone. An end consumer can have “Live Chat with a Doctor”, “Get a Phone Call from a Doctor” within seconds Day / Night, 24x7. The consumer can also get second opinion from top specialists like Cardiologists, Oncologists, Gynecologists and all other specialists.",,true,,,"undergrad-edu: 
last-name: Sahu
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: Shekhar
email: 
",,"Self Management tools , Search, Provider Search, Coaching and Advisory Services, Content, "
Healthways,www.healthways.com,"Healthways offers comprehensive solutions that improve well-being, decrease healthcare costs, enhance performance and generate economic value.",,true,,,"undergrad-edu: 
last-name: 
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: 
email: 
",,"Personal health assessments , Self Management tools , Wellness, Coaching and Advisory Services, Content, Search, B2B Decision Support Analytics, Professional Knowledge Exchanges, "
Healthy Circles,www.healthycircles.com,Healthy Circles is a free Personal Health Record that allows for the storage and management of health information. ,,true,,,"undergrad-edu: 
last-name: 
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: 
email: 
",,"Personal health assessments , Self Management tools , Patient/Consumer Communities, Search,  Financial management , Content, Wellness, Coaching and Advisory Services, Patient-provider communication, "
iMetrikus,www.imetrikus.com,"iMetrikus® is a provider of Internet-based remote health monitoring systems, including low-cost access to active biometric data to increase engagement, enrich care provision, improve health, and reduce costs.iMetrikus specializes in interactive health management and remote patient monitoring for populations with conditions that include asthma, diabetes, COPD, cardiovascular disease, obesity as well as general wellness.",,true,,,"undergrad-edu: 
last-name: Leisure
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: President
first-name: Larry
email: 
",,"Self Management tools , Wellness, Coaching and Advisory Services, B2B Decision Support Analytics, "
InnovationRx,www.innovationrx.com,"InnovationRx offers a comprehensive and clinically based patient support, education and adherence service dedicated to helping patients lead healthier lives.",,true,,,"undergrad-edu: 
last-name: Teare
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: President
first-name: Sean
email: 
",,"Personal health assessments , Self Management tools , Wellness, Coaching and Advisory Services, Patient-provider communication, "
LiveHealthier,www.livehealthier.com,"The LiveHealthier Wellness Portal provides the ability to store, record, and manage your biometric screenings results including blood pressure, total cholesterol, and glucose. LiveHealthier also provides unlimited 24x7 access to health coaches.",,true,,,"undergrad-edu: 
last-name: 
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: 
email: 
",,"Wellness, Coaching and Advisory Services, "
MDVIP,www.mdvip.com,"MDVIP is a national network of physicians who practice preventive and personalized healthcare (concierge medicine). The MDVIP model limits its network physician......s practice to 600 patients, and then assists affiliated physicians in offering state-of-the-art healthcare that focuses on wellness. For a fee of $1500-1800 per year, patients get he MDVIP physical, a mini CD of their health records, and a personal website with your health information and wellness tools. Owned by Procter ,,,,, Gamble. ",,true,,,"undergrad-edu: 
last-name: 
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: 
email: 
",,"Coaching and Advisory Services, Other, "
MedExpert International,www.medexpert.com,"MedExpert provides a healthcare solution called IMDS — individual medical decision systems, which is used by companies, labor unions, schools, and government to improve health outcomes and reduce costs by more than 15%.IMDS combines a unique artificial intelligence technology with on-staff physicians to engage with patients on a personal level. ",,true,,,"undergrad-edu: 
last-name: Hiller
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: Mary
email: 
",,"B2B Decision Support Analytics, Coaching and Advisory Services, "
MySelfHelp,www.myselfhelp.com,"MySelfHelp.com provides confidential, online, interactive self-help programs for individuals who would like help managing depression, insomnia, stress, eating disorders (binge eating and bulimia), and a range of other difficulties.",,true,,,"undergrad-edu: 
last-name: 
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: 
email: 
",,"Content, Personal health assessments , Coaching and Advisory Services, "
Optum Health,www.optumhealth.com,"Optum Health is a health and well-being company providing care management programs, access to high quality benefits and financial services. ",,true,,,"undergrad-edu: 
last-name: Ulfers
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: Karl
email: 
",,"Content, Self Management tools ,  Financial management , Coaching and Advisory Services, "
Pro-Change Behavior Systems,www.prochange.com,"Pro-Change Behavior Systems develops computerized tailored intervention based on the behavior science.  Its LifeStyle Management Suite include The Proactive Health Consumer Program which promotes behavior change and increases well-being by delivering population, stage-based, individualized and interactive interventions that help individuals be proactive by taking more responsibility for their health and their costs.",,true,,,"undergrad-edu: 
last-name: Evers
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Director of Health Behavior Change Projects
first-name: Kerry
email: 
",,"Personal health assessments , Self Management tools , Coaching and Advisory Services, "
Patient Care,patientcare4u.com/,Patient Care is an advocacy company to help patients research and work  with insurance and health care providers.,,true,,,"undergrad-edu: 
last-name: Wiech 
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: Andrew
email: 
",,"Coaching and Advisory Services, "
Nurtur,www.nurturhealth.com,"Nurtur is a work-life, health and wellness company offering a solution that includes work-life services, total health management, EAP, concierge and benefits consulting for populations of all types and sizes. ",,false,,,"undergrad-edu: 
last-name: Funaro
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: Jennifer
email: 
",,"Wellness, Self Management tools , Coaching and Advisory Services, B2B Decision Support Analytics, Content, "
HealtheHuman,www.healthehuman.com,HealtheHuman is personal health management software that tracks all aspects of a person......s health.,,true,,,"undergrad-edu: 
last-name: Beckett
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Co-Founder
first-name: Robert
email: 
",,"Personal health assessments , Self Management tools , Wellness, Content, Coaching and Advisory Services, "
Univita Health,www.univitahealth.com/,"Univita Health is creating a unified environment to help people live and age with independence. By providing one place to find and manage resources which support independent aging, Univita makes it easier for individuals to live and age with dignity, in the setting they choose. Univita is accomplishing this by transforming home based care – integrating the complete range of in-home care needs from basic caregiving through complex home health care – and adding the support of the latest technologies. And Univita offers a unique suite of personalized assessments and decision support built around the key dimensions of independence. Univita purchased Enurgi in 2009.",,true,,,"undergrad-edu: 
last-name: Bell
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Vice President
first-name: Chiara 
email: 

undergrad-edu: 
last-name: Bell
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Vice President
first-name: Chiara 
email: 
",,"Personal health assessments , Self Management tools , Coaching and Advisory Services, "
PruHealth Ltd ,https:www.pruhealth.co.uk/insurance/members,"PruHealth, a UK-based health insurance company, has developed a member portal, called Vitality Interactive. The flash-based portal, allows members to understand their health, set goals to improve their health (risk based), track their progress and importantly redeem rewards for displaying correct behaviors.",,true,,,"undergrad-edu: 
last-name: Pritchard
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Head of Online
first-name: Matthew
email: 
",,"Content, Wellness, Personal health assessments , Coaching and Advisory Services, Self Management tools , "
INSERM,www.orpha.net,INSERM is a portal for rare diseases and orphan drugs ,,true,,,"undergrad-edu: 
last-name: Ayme
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Director of Research
first-name: Segolene
email: 
",,"Search, Content, Clinical trials search , Provider Search, Self Management tools , B2B--Administrative Tools, Professional Knowledge Exchanges, Coaching and Advisory Services, "
Imperative Health,www.milife.com,"Imperative Health is a online coaching system that works with your lifestyle. To change lifestyle behaviour using remote, automated systems that adapt the advice they give to individuals. The service covers physical activity, weight and nutrition. It is for people who have cardiovascular risk factors (high blood pressure, diabetes, high cholesterol) and need to take action.",,true,,,"undergrad-edu: 
last-name: Tomkins
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Chief Operating Officer
first-name: Chris 
email: 
",,"Patient/Consumer Communities, Content, Personal health assessments , Self Management tools , Wellness, Coaching and Advisory Services, "
Health On the Net Foundation,www.healthonnet.org,Health On the Net Foundation focussed on rating medical websites with the social intelligence.HON is a leader in certifying medical and health website in 34 languages worldwide.,,true,,,"undergrad-edu: 
last-name: Celia
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Executive Director
first-name: Boyer
email: 
",,"Search, Provider Search, Content, Coaching and Advisory Services, "
IPPZ,www.ippz.nl,"IPPZ has developed myTherapie. myTherapie is a portal that provides care and a safe environment from intake, treatment and aftercare for multiple treatments. The patient can connect to doctors, receive assignments, education, email, audio/video, monitoring and Health record information. Based in The Netherlands.",,true,,,"undergrad-edu: 
last-name: Moolenaar
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: CEO
first-name: Joris
email: 
",,"Coaching and Advisory Services, Patient-provider communication, "
imedo GmbH,www.imedo.de,"imedo features include a very popular doctors rating service, treatment ratings, support group listings as well as many typical web 2.0 interaction-oriented features like personal messaging, user profiles and many more. This is a German webpage.",,true,,,"undergrad-edu: 
last-name: Angele
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: CEO
first-name: Christian
email: 
",,"Patient/Consumer Communities, Search, Provider Search, Coaching and Advisory Services, Privacy and Identity, Patient-provider communication, "
Health Enhancement Systems,http:www.HealthEnhancementSystems.com,"Health Enhancement Systems has been creating health improvement solutions for corporations, health plans, health systems, hospitals, government agencies, educational institutions, nonprofits and other groups.",,true,,,"undergrad-edu: 
last-name: Witherspoon
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: President
first-name: Dean
email: 

undergrad-edu: 
last-name: Witherspoon
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: President
first-name: Dean
email: 
",,"Content, Self Management tools , Wellness, Coaching and Advisory Services, "
HBR Labs,www.hbrlabs.com,"HBR Labs creates and deploys real time web enabled interactive live help and live content share platforms so that content providers, businesses and experts can offer online support, relevant information, and an enhanced environment to share content. ",,false,,"date-launched: 
product: 
description: VeriShow.com is an advanced plug-in that enables website owners to conduct real-time web meetings - incorporating voice and video conferencing - and share documents online with site visitors.
name: www.verishow.com

date-launched: 
product: 
description: LiveMDexpert is a website where patients can seek general health information through free public forum or schedule “one on one” live video-based sessions with health providers for a fee.  
name: www.livemdexpert.com
","undergrad-edu: 
last-name: Moed
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Ceo
first-name: Yuval
email: 
",,"Patient/Consumer Communities, Content, Coaching and Advisory Services, Patient-provider communication, "
Empower Interactive,www.empower-interactive.com,"Empower Interactive delivers cognitive-behavior therapy to help users manage stress, anxiety and depression through an experiential, personalized web-based user interface. The Empower web platform is designed to optimize behavior change through the incorporation of game mechanics, interactive exercises and video. Performance metrics provide user feedback and allow the system......s adaptive learning algorithms to select for personalized, effective content.",,false,"date: 
partnership: 
description: Empower Interactive has partnered with psychiatrist Dr. Jesse Wright to transition his DVD-ROM on cognitive behavioral therapy to its web platform.
name: 
",,"undergrad-edu: 
last-name: Phillips
founder: true
other-edu: 
personnel: 
grad-edu: MIT, Stanford
previous-title: 
current-title: CEO 
first-name: Eve
email: 
",,"Content, Coaching and Advisory Services, "
imedcentercom,imedcenter.com,"IMedCenter.com is a fully web integrated medical practice. In addition to onsite medical consultations provided at their CT offices, IMedCenter provides a range of online services including virtual appointments, video consultations, email and text access to physicians and patient health records.",,false,,,"undergrad-edu: 
last-name: Meier
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: CTO/CBO
first-name: Matthew
email: 
",,"Self Management tools , Coaching and Advisory Services, Patient-provider communication, "
AbilTo,www.abilto.com,"AbilTo delivers a web-based platform using video chat to provide face-to-face therapy sessions for individuals suffering from behavioral disorders such as ADHD, panic disorder, and postpartum depression. AbilTo......s platform allows its clients to schedule, meet, and conduct virtual therapy sessions without having to coordinate schedules or meet at a physical location.",,false,,,"undergrad-edu: University of Chicago
last-name: Laskoff
founder: true
other-edu: 
personnel: 
grad-edu: Harvard Business School
previous-title: Branded Asset Management Group
current-title: CEO
first-name: Michael
email: 
",,"Coaching and Advisory Services, Patient-provider communication, "
