Joppel,www.joppel.com,"Joppel is a California corporation that is developing an innovative, interactive tool set providing on-line assistance to Seniors and their caregivers to determine the best health insurance based on each individual......s circumstances.",,true,,,"undergrad-edu: 
last-name: Hobson
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: President
first-name: John
email: 

undergrad-edu: 
last-name: Hobson
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: President
first-name: John
email: 
",,
Physician EMR Implementaion start up,n/a,"Develop and provide implementation, change management skills and methodology to enable small to mid-sized physician practices to move to electronic medical record systems, including readiness assessment, business case/funding, system/solution selection, data conversion, testing, training, best practices, techincal and process help desk, and self service tools, to reach, scale and drive the automation of the physician practice.",,false,,,"undergrad-edu: 
last-name: Betts
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Management Consultant
first-name: Charles (Chuck)
email: 

undergrad-edu: 
last-name: Betts
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Management Consultant
first-name: Charles (Chuck)
email: 

undergrad-edu: 
last-name: Betts
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Management Consultant
first-name: Charles (Chuck)
email: 

undergrad-edu: 
last-name: Betts
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Management Consultant
first-name: Charles (Chuck)
email: 

undergrad-edu: 
last-name: Betts
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Management Consultant
first-name: Charles (Chuck)
email: 
",,
Observatoire sommeil de la f,www.osfp.fr,L'observatoire Sommeil de la f,,false,,,"undergrad-edu: 
last-name: VICENTE
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Chef de projet
first-name: Annabelle
email: 

undergrad-edu: 
last-name: VICENTE
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Chef de projet
first-name: Annabelle
email: 
",,
Efficacy Limited,www.efficacysoft.com,"Efficacy Limited aims to position itself as the Irish market leader for innovative digital media services serving an international audience.  Digital services include services that assists users in making the most of the digital infrastructure, such as aggregating or customizing digital content, enabling communication and supporting hardware or software products (World Economic Forum 2007).  Digital services offerings from Efficacy are based upon an automated web based platform that aggregates and filters digital content from the Internet and displays this content to specific digital users groups. Digital content describes any digital information, such as music, video, text, graphics or games that can be consumed. Digital users describes any consumer, producer and/or distributor of digital content or services, personal or business, for purposes such as communication, information, entertainment, education or civic engagement.  The initial service to be launched is MyPubID.com, a social network for bioscientists. MyPubID.com resolves author identification to associated publications by providing a unique identifier (PubID) to each researcher.Through the communication and distribution of this unique PubID, researchers can share publication and related citation information to their research colleagues and peers.  MyPubID enables researchers to demonstrate career progression and view areas for potential collaboration.",,false,,,"undergrad-edu: 
last-name: Rafferty
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Mr.
first-name: Turlough
email: 

undergrad-edu: 
last-name: Rafferty
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Mr.
first-name: Turlough
email: 

undergrad-edu: 
last-name: Rafferty
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Mr.
first-name: Turlough
email: 
",,
Medeclic,www.medeclic.Fr,Application r,,false,,,"undergrad-edu: 
last-name: Petit
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: G
first-name: Thomas
email: 

undergrad-edu: 
last-name: Petit
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: G
first-name: Thomas
email: 

undergrad-edu: 
last-name: Petit
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Gérant, Medeclic
first-name: Thomas
email: 
",,
Innovative Medical Communications (IMDC),www.inmdc.com,"The first metaphor that comes to mind for me in hearing “Connecting Consumers to Providers” is that of a “Marketplace”.  Providers are selling and consumers are buying?Accepting this analogy, I would like to discuss the supply chain, products to be sold, quality assurance of products, price transparency, meeting unmet needs, convenience shopping, etc.It would also be interesting to have some dialogue around the role of the pharmaceutical, biotech and medical device industry’s role in funding such amarketplace.  Perhaps, providers are really not the sellers, but rather the middlemen, the conduit through which the drug manufactures target the consumer.",,false,,,"undergrad-edu: 
last-name: Banerjee
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Founder and President
first-name: Ria
email: 

undergrad-edu: 
last-name: Banerjee
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Founder and President
first-name: Ria
email: 

undergrad-edu: 
last-name: Banerjee
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Founder and President
first-name: Ria
email: 
",,
Project HealthDesign,projecthealthdesign.org,"Personal Health Records and Completion of phase I of Project Health DesignProject HealthDesign OverviewFunded by the Robert Wood Johnson Foundation (RWJF), with additional support from the California HealthCare Foundation, Project HealthDesign is a $4.4 million national program designed to support health and information technology pioneers to create a new generation of personal health record (PHR) systems. Administered by a national program office at the University of Wisconsin-Madison, Project HealthDesign’s goal is to design and test a suite of PHR tools and applications that work together to help people achieve their various and specific health goals in an integrated fashion. The program is supported by the Foundation’s Pioneer Portfolio, which funds innovative projects that can lead to fundamental breakthroughs in the health and health care of all Americans.This bold new program will build on and extend the range of uses offered by existing PHRs by supporting multidisciplinary teams to design and test a broad spectrum of innovations in how consumers can use information technology to better manage their health and more easily navigate the health care system. Project HealthDesign challenges health experts and technology designers to push the envelope in thinking about the transformative potential of PHRs and design PHR systems that can exist on a common platform.In this two-phased, 18-month initiative, nine design teams will participate in a six-month structured process to create user-centered personal health applications that address specific health challenges faced by individuals and families. In the subsequent 12-month prototype phase, these personal health applications will be tested in target populations.The program’s objectives are to:*Develop innovative designs for PHR products and services that can help individuals and their families manage important health challenges",,false,,,"undergrad-edu: 
last-name: Flatley Brennan,  RN, PhD, FAAN
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Director, National Program Office
first-name: Patricia
email: 

undergrad-edu: 
last-name: Flatley Brennan,  RN, PhD, FAAN
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Director, National Program Office
first-name: Patricia
email: 

undergrad-edu: 
last-name: Flatley Brennan,  RN, PhD, FAAN
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Director, National Program Office
first-name: Patricia
email: 
",,
Kaiser Permanente,kp.org,Kaiser Permanente is an integrated managed care organization providing tools for wellness and health management. They have 8.6 million health plan members.,,true,,,"undergrad-edu: 
last-name: Kieschnick
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: User Experience Evangelist
first-name: Tim
email: 

undergrad-edu: 
last-name: Ohman
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: Chris
email: 

undergrad-edu: 
last-name: Ross
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: Murray
email: 

undergrad-edu: 
last-name: Silvestre
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: VP, Online Services
first-name: Anna-Lisa
email: 

undergrad-edu: 
last-name: Wallace
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Medical Director, Health and Productivity Management Programs
first-name: Paul
email: 
",,
Pfizer Health Solutions,www.pfizerhealthsolutions.co.uk,"Pfizer Health Solutions Inc (PHS), the wholly owned care management subsidiary of Pfizer Inc., partners with healthcare and community organizations to implement patient-centered programs that focus on prevention, disease management and care coordination to improve patient health and efficiency of health care delivery. PHS creates community-based healthcare models that empower patients and help to improve the operating efficiency of local, state, national and international health systems.",,false,,,"undergrad-edu: 
last-name: Raymond
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Technology Strategist
first-name: Jennifer
email: 

undergrad-edu: 
last-name: Raymond
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Technology Strategist
first-name: Jennifer
email: 

undergrad-edu: 
last-name: Raymond
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Technology Strategist
first-name: Jennifer
email: 
",,
Houck ,www.houckhealthcare.com,"I would love to be a commentator and think I can definitely contribute to the success of what looks like a fantastic Health 2.0 conference. (See experience below) Topics about which I'd like to be a commentator include:-Bringing it all together: user centered innovation, payers and providers-Making innovations in service delivery stick, one patient at a time-Show me the money! The elephant in the room that can actually help you case for user centered innovation-Beyond shock and awe-enabling innovation's surge into the mainstream-3 key pitfalls to avoid with user centered innovations-The promise and pitfalls off innovative care delivery ",,false,,,"undergrad-edu: 
last-name: Houck
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: CEO
first-name: Sue
email: 

undergrad-edu: 
last-name: Houck
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: CEO
first-name: Sue
email: 

undergrad-edu: 
last-name: Houck
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: CEO
first-name: Sue
email: 
",,
JD Power and Associates,www.jdpower.com,J.D. Power and Associates can comment on ways organizations can “listen” into social media conversations to gather health and healthcare insights.,,false,,,"undergrad-edu: 
last-name: Witten
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Executive Director, Social Media Solutions
first-name: Steve
email: 
",,
preferredhospitals.com,www.preferredhospitals.com,"PreferredHospitals.com is an emerging network of digital or ......social media friendly' institutions, committed to cost and quality transparency, patient empowerment via tools integrating with personal (PHR) or electronic (EHR) medical records, and active community engagement via blogs, Twitter, FaceBook, and YouTube.",,false,,,"undergrad-edu: 
last-name: Masters
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Founder
first-name: Gregg
email: 
",,
iCrossing,www.icrossing.com,"Earlier this year, iCrossing issued How America Searches: Health ",,false,,,"undergrad-edu: 
last-name: Smith
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Vice President, Managing Director, Life & Wellness
first-name: Candice 
email: 

undergrad-edu: 
last-name: Smith 
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Vice President, Managing Director, Life & Wellness
first-name: Candice
email: 

undergrad-edu: 
last-name: Smith
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Vice President, Managing Director, Life & Wellness
first-name: Candice 
email: 

undergrad-edu: 
last-name: Smith
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Vice President, Managing Director, Life & Wellness
first-name: Candice 
email: 

undergrad-edu: 
last-name: Smith 
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Vice President, Managing Director, Life & Wellness
first-name: Candice
email: 
",,
Pfizer,www.pfizer.com,The topics I'd like to be a commentator on are:Pharma and Health 2.0Search in the Long Tail ,,false,,,"undergrad-edu: 
last-name: Rolle
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Senior Manager
first-name: Othel
email: 

undergrad-edu: 
last-name: Cassese
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: VP, Worldwide Innovation
first-name: Vita
email: 

undergrad-edu: 
last-name: Peck
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: Kristin
email: 

undergrad-edu: 
last-name: Rolle
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Senior Manager
first-name: Othel
email: 

undergrad-edu: 
last-name: Unnikrishnan
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: Roopa
email: 

undergrad-edu: 
last-name: Rolle
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Senior Manager
first-name: Othel
email: 
",,
Medco,medco.com,"i phone apps bringing real value- enabling cost savings, better outcomes, and saving lives-- ultimate in personalization brought to life- real world applications from one of major players in health--Fortune 50 going web 2.0...how to bring personalization/genomics to life in truly applicable ways.. ways to leverage 2.0 world with tangible value to those paying for health..and yes, its me.... having huge fun bringing a fortune 50 player with phenomenal platform into the new world order...jay",,false,,,"undergrad-edu: 
last-name: silverstein
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: chief branding officer
first-name: jay
email: 

undergrad-edu: 
last-name: silverstein
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: chief branding officer
first-name: jay
email: 

undergrad-edu: 
last-name: silverstein
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: chief branding officer
first-name: jay
email: 
",,
OnPoint Digital,www.mlearning.com,"Our company is a global leader in design and deployment of mobile learning (""mlearning"") solutions for the enterprise with 6  years experience managing 300K  mobile learners. OnPoint's CellCast Solution platform is an extensible, highly flexible framework for content creation, delivery and tracking of on-the-go compliance training, performance support tools, data gathering and just-in-time information delivery to health professionals using their cell phone, smartphone or netbook-style devices.  OnPoint has successfully implemented the CellCast Platform in both pharma and medical device markets and we have experience integrating secure and accessible mlearning solutions to strict IT department specifications wherever needed.  Deployments have ranged in size from less than 50 mobile workers to global implementations for multinational organizations spanning continents and requiring multiple languages on any combination of smartphones (RIM BlackBerry, Apple iPhone/iPod touch, Windows Mobile, Nokia/Symbian, Google Android) or basic cellphones using voice/IVR and interactive messaging services.Our CellCast demonstration would include a wide array of content samples accessible to users as in video clips, audio/podcasts, downloaded training modules, process checklists, animated/narrated slide shows, and interactive assessments/surveys.  We can also highlight how easy it is for content authors/SMEs to create and distribute content to their mobile workers using simple desktop tools like PowerPoint and even create content right from their own mobile devices.",,false,,,"undergrad-edu: 
last-name: Gadd
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: President & Chief Strategist
first-name: Robert
email: 

undergrad-edu: 
last-name: Gadd
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: President & Chief Strategist
first-name: Robert
email: 

undergrad-edu: 
last-name: Gadd
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: President & Chief Strategist
first-name: Robert
email: 
",,
EmpowHer Women......s Health Online,www.empowher.com,"Dear Health 2.0,EmpowHer is submitting two speakers in this one submission.Michelle King Robson our Founder ",,false,,,"undergrad-edu: 
last-name: Robson
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Founder & Chairman
first-name: Michelle King 
email: 

undergrad-edu: 
last-name: Robson
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Founder & Chairman
first-name: Michelle King 
email: 
",,
Participatory Medicine,participatorymedicine.org,"Participatory Medicine is a cooperative model of health care that encourages and expects active involvement by all connected parties (patients, caregivers, healthcare professionals, etc.) as integral to the full continuum of care. ",,false,,,"undergrad-edu: 
last-name: Sands
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Medical Informatics Director
first-name: Danny
email: 
",,
Dr. John La Puma,www.drjohnlapuma.com,"MD with expertise in nutritional, anti-aging or wellness interventions.",,false,,,"undergrad-edu: 
last-name: La Puma
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Director
first-name: John
email: 

undergrad-edu: 
last-name: La Puma
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Director
first-name: John
email: 

undergrad-edu: 
last-name: La Puma
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Director
first-name: John
email: 
",,
Perfect Breathing,www.perfectbreathing.com,"In brief, I teach people how to take more control over their health, performance, and emotions using conscious breathing techniques that are also exceptionally effective for real-time stress management. Conscious breathing a very powerful complimentary technique and my presentations and book are based in the latest science and medical research.My book .....Perfect Breathing - Transform Your Life One Breath at a Time"" has recently been released nationally and internationally and was awarded a ""Pick of the Week"" by Publisher......s Weekly, featured last month in Men's Journal, and recommended by ""Body Soul"" magazine.",,false,,,"undergrad-edu: 
last-name: Lee
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: Al
email: 

undergrad-edu: 
last-name: Lee
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: Al
email: 

undergrad-edu: 
last-name: Lee
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: Al
email: 
",,
Interactive Multimedia artistrs,www.imavideo.com,"Interactive Multimedia Artists, (IMA) has developed the Virtual Expert™, a software solution that converts existing PCs into telemedicine workstations and existing IP networks into health information networks.The Virtual Expert™ leverages the economies of PCs and IP networks so telemedicine can be delivered easily and economically. Consisting of: 1) point-of-care terminal software, 2) video ACD server software 3) and  specialist workstation software, calls are routed between the point-of-care to the right specialist wherever they are located.",,false,,,"undergrad-edu: 
last-name: Rodenbush
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Founder & CEO
first-name: Skip
email: 

undergrad-edu: 
last-name: Rodenbush
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Founder & CEO
first-name: Skip
email: 

undergrad-edu: 
last-name: Rodenbush
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Founder & CEO
first-name: Skip
email: 
",,
GetWellNetwork,http:www.getwellnetwork.com,,,false,,,"undergrad-edu: 
last-name: 
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: 
email: 
",,
High Dive,www.highdive.net,,,false,,,"undergrad-edu: 
last-name: 
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: 
email: 
",,
Invest NI,www.investni.com,,,false,,,"undergrad-edu: 
last-name: 
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: 
email: 
",,
MaxMD,,,,false,,,"undergrad-edu: 
last-name: Finlay
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: S
email: 
",,
Mercer,,,,false,,,"undergrad-edu: 
last-name: Domaszewicz
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: Principal
first-name: Alexander
email: 
",,
MIDXX,,,,false,,,"undergrad-edu: 
last-name: 
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: 
email: 
",,
Mobile Health Treatments,n/a for now- start-up,,,false,,,"undergrad-edu: 
last-name: 
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: 
email: 
",,
Morris Manning ,www.mmmlaw.com,,,false,,,"undergrad-edu: 
last-name: 
founder: 
other-edu: 
personnel: 
grad-edu: 
previous-title: 
current-title: 
first-name: 
email: 
",,
